,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
552,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,Krookodile,117,80,95,45,65,70,92,519,Intimidation Pokémon,ground,dark,1.5,96.3,50.0,5,0
553,"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Darumaka,90,45,70,120,15,45,50,315,Zen Charm Pokémon,fire,none,0.6,37.5,50.0,5,0
554,"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Darmanitan,30,105,105,60,140,105,55,540,Blazing Pokémon,fire,fire,1.3,92.9,50.0,5,0
555,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Maractus,86,67,75,255,106,67,60,461,Cactus Pokémon,grass,none,1.0,28.0,50.0,5,0
556,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Dwebble,65,85,50,190,35,35,55,325,Rock Inn Pokémon,bug,rock,0.3,14.5,50.0,5,0
557,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Crustle,105,125,70,75,65,75,45,485,Stone Home Pokémon,bug,rock,1.4,200.0,50.0,5,0
558,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,Scraggy,75,70,50,180,35,70,48,348,Shedding Pokémon,dark,fighting,0.6,11.8,50.0,5,0
559,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,Scrafty,90,115,65,90,45,115,58,488,Hoodlum Pokémon,dark,fighting,1.1,30.0,50.0,5,0
560,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Sigilyph,58,80,72,45,103,80,97,490,Avianoid Pokémon,psychic,flying,1.4,14.0,50.0,5,0
561,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Yamask,30,85,38,190,55,65,30,303,Spirit Pokémon,ghost,none,0.5,1.5,50.0,5,0
562,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Cofagrigus,50,145,58,90,95,105,30,483,Coffin Pokémon,ghost,none,1.7,76.5,50.0,5,0
563,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Tirtouga,78,103,54,45,53,45,22,355,Prototurtle Pokémon,water,rock,0.7,16.5,88.1,5,0
564,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Carracosta,108,133,74,45,83,65,32,495,Prototurtle Pokémon,water,rock,1.2,81.0,88.1,5,0
565,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,Archen,112,45,55,45,74,45,70,401,First Bird Pokémon,rock,flying,0.5,9.5,88.1,5,0
566,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,Archeops,140,65,75,45,112,65,110,567,First Bird Pokémon,rock,flying,1.4,32.0,88.1,5,0
567,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Trubbish,50,62,50,190,40,62,65,329,Trash Bag Pokémon,poison,none,0.6,31.0,50.0,5,0
568,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Garbodor,95,82,80,60,60,82,75,474,Trash Heap Pokémon,poison,none,1.9,107.3,50.0,5,0
569,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Zorua,65,40,40,75,80,40,65,330,Tricky Fox Pokémon,dark,none,0.7,12.5,88.1,5,0
570,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Zoroark,105,60,60,45,120,60,105,510,Illusion Fox Pokémon,dark,none,1.6,81.1,88.1,5,0
571,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Minccino,50,40,55,255,40,40,75,300,Chinchilla Pokémon,normal,none,0.4,5.8,24.6,5,0
572,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cinccino,95,60,75,60,65,60,115,470,Scarf Pokémon,normal,none,0.5,7.5,24.6,5,0
573,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Gothita,30,50,45,200,55,65,45,290,Fixation Pokémon,psychic,none,0.4,5.8,24.6,5,0
574,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Gothorita,45,70,60,100,75,85,55,390,Manipulate Pokémon,psychic,none,0.7,18.0,24.6,5,0
575,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Gothitelle,55,95,70,50,95,110,65,490,Astral Body Pokémon,psychic,none,1.5,44.0,24.6,5,0
576,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Solosis,30,40,45,200,105,50,20,290,Cell Pokémon,psychic,none,0.3,1.0,50.0,5,0
577,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Duosion,40,50,65,100,125,60,30,370,Mitosis Pokémon,psychic,none,0.6,8.0,50.0,5,0
578,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Reuniclus,65,75,110,50,125,85,30,490,Multiplying Pokémon,psychic,none,1.0,20.1,50.0,5,0
579,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Ducklett,44,50,62,190,44,50,55,305,Water Bird Pokémon,water,flying,0.5,5.5,50.0,5,0
580,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Swanna,87,63,75,45,87,63,98,473,White Bird Pokémon,water,flying,1.3,24.2,50.0,5,0
581,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Vanillite,50,50,36,255,65,60,44,305,Fresh Snow Pokémon,ice,none,0.4,5.7,50.0,5,0
582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Vanillish,65,65,51,120,80,75,59,395,Icy Snow Pokémon,ice,none,1.1,41.0,50.0,5,0
583,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Vanilluxe,95,85,71,45,110,95,79,535,Snowstorm Pokémon,ice,none,1.3,57.5,50.0,5,0
584,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Deerling,60,50,60,190,40,50,75,335,Season Pokémon,normal,grass,0.6,19.5,50.0,5,0
585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Sawsbuck,100,70,80,75,60,70,95,475,Season Pokémon,normal,grass,1.9,92.5,50.0,5,0
586,"['Static', 'Motor Drive']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,Emolga,75,60,55,200,75,60,103,428,Sky Squirrel Pokémon,electric,flying,0.4,5.0,50.0,5,0
587,"['Swarm', 'Shed Skin', 'No Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Karrablast,75,45,50,200,40,45,60,315,Clamping Pokémon,bug,none,0.5,5.9,50.0,5,0
588,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Escavalier,135,105,70,75,60,105,20,495,Cavalry Pokémon,bug,steel,1.0,33.0,50.0,5,0
589,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Foongus,55,45,69,190,55,55,15,294,Mushroom Pokémon,grass,poison,0.2,1.0,50.0,5,0
590,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Amoonguss,85,70,114,75,85,80,30,464,Mushroom Pokémon,grass,poison,0.6,10.5,50.0,5,0
591,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,Frillish,40,50,55,190,65,85,40,335,Floating Pokémon,water,ghost,1.2,33.0,50.0,5,0
592,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,Jellicent,60,70,100,60,85,105,60,480,Floating Pokémon,water,ghost,2.2,135.0,50.0,5,0
593,"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Alomomola,75,80,165,75,40,45,65,470,Caring Pokémon,water,none,1.2,31.6,50.0,5,0
594,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,Joltik,47,50,50,190,57,50,65,319,Attaching Pokémon,bug,electric,0.1,0.6,50.0,5,0
595,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,Galvantula,77,60,70,75,97,60,108,472,EleSpider Pokémon,bug,electric,0.8,14.3,50.0,5,0
596,['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,Ferroseed,50,91,44,255,24,86,10,305,Thorn Seed Pokémon,grass,steel,0.6,18.8,50.0,5,0
597,"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,Ferrothorn,94,131,74,90,54,116,20,489,Thorn Pod Pokémon,grass,steel,1.0,110.0,50.0,5,0
598,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,Klink,55,70,40,130,45,60,30,300,Gear Pokémon,steel,none,0.3,21.0,genderless,5,0
599,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,Klang,80,95,60,60,70,85,50,440,Gear Pokémon,steel,none,0.6,51.0,genderless,5,0
600,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,Klinklang,100,115,60,30,70,85,90,520,Gear Pokémon,steel,none,0.6,81.0,genderless,5,0
601,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Tynamo,55,40,35,190,45,40,60,275,EleFish Pokémon,electric,none,0.2,0.3,50.0,5,0
602,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Eelektrik,85,70,65,60,75,70,40,405,EleFish Pokémon,electric,none,1.2,22.0,50.0,5,0
603,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Eelektross,115,80,85,30,105,80,50,515,EleFish Pokémon,electric,none,2.1,80.5,50.0,5,0
604,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Elgyem,55,55,55,255,85,55,30,335,Cerebral Pokémon,psychic,none,0.5,9.0,50.0,5,0
605,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Beheeyem,75,75,75,90,125,95,40,485,Cerebral Pokémon,psychic,none,1.0,34.5,50.0,5,0
606,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,Litwick,30,55,50,190,65,55,20,275,Candle Pokémon,ghost,fire,0.3,3.1,50.0,5,0
607,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,Lampent,40,60,60,90,95,60,55,370,Lamp Pokémon,ghost,fire,0.6,13.0,50.0,5,0
608,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,Chandelure,55,90,60,45,145,90,80,520,Luring Pokémon,ghost,fire,1.0,34.3,50.0,5,0
609,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Axew,87,60,46,75,30,40,57,320,Tusk Pokémon,dragon,none,0.6,18.0,50.0,5,0
610,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Fraxure,117,70,66,60,40,50,67,410,Axe Jaw Pokémon,dragon,none,1.0,36.0,50.0,5,0
611,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Haxorus,147,90,76,45,60,70,97,540,Axe Jaw Pokémon,dragon,none,1.8,105.5,50.0,5,0
612,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Cubchoo,70,40,55,120,60,40,40,305,Chill Pokémon,ice,none,0.5,8.5,50.0,5,0
613,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Beartic,130,80,95,60,70,80,50,505,Freezing Pokémon,ice,none,2.6,260.0,50.0,5,0
614,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Cryogonal,50,50,80,25,95,135,105,515,Crystallizing Pokémon,ice,none,1.1,148.0,genderless,5,0
615,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Shelmet,40,85,50,200,40,65,25,305,Snail Pokémon,bug,none,0.4,7.7,50.0,5,0
616,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Accelgor,70,40,80,75,100,60,145,495,Shell Out Pokémon,bug,none,0.8,25.3,50.0,5,0
617,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,Stunfisk,66,84,109,75,81,99,32,471,Trap Pokémon,ground,electric,0.7,11.0,50.0,5,0
618,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Mienfoo,85,50,45,180,55,50,65,350,Martial Arts Pokémon,fighting,none,0.9,20.0,50.0,5,0
619,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Mienshao,125,60,65,45,95,60,105,510,Martial Arts Pokémon,fighting,none,1.4,35.5,50.0,5,0
620,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Druddigon,120,90,77,45,60,90,48,485,Cave Pokémon,dragon,none,1.6,139.0,50.0,5,0
621,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,Golett,74,50,59,190,35,50,35,303,Automaton Pokémon,ground,ghost,1.0,92.0,genderless,5,0
622,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,Golurk,124,80,89,90,55,80,55,483,Automaton Pokémon,ground,ghost,2.8,330.0,genderless,5,0
623,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,Pawniard,85,70,45,120,40,40,60,340,Sharp Blade Pokémon,dark,steel,0.5,10.2,50.0,5,0
624,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,Bisharp,125,100,65,45,60,70,70,490,Sword Blade Pokémon,dark,steel,1.6,70.0,50.0,5,0
625,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bouffalant,110,95,95,45,40,95,55,490,Bash Buffalo Pokémon,normal,none,1.6,94.6,50.0,5,0
626,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Rufflet,83,50,70,190,37,50,60,350,Eaglet Pokémon,normal,flying,0.5,10.5,100.0,5,0
627,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Braviary,123,75,100,60,57,75,80,510,Valiant Pokémon,normal,flying,1.5,41.0,100.0,5,0
628,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Vullaby,55,75,70,190,45,65,60,370,Diapered Pokémon,dark,flying,0.5,9.0,0.0,5,0
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Mandibuzz,65,105,110,60,55,95,80,510,Bone Vulture Pokémon,dark,flying,1.2,39.5,0.0,5,0
630,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Heatmor,97,66,85,90,105,66,65,484,Anteater Pokémon,fire,none,1.4,58.0,50.0,5,0
631,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Durant,109,112,58,90,48,48,109,484,Iron Ant Pokémon,bug,steel,0.3,33.0,50.0,5,0
632,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,Deino,65,50,52,45,45,50,38,300,Irate Pokémon,dark,dragon,0.8,17.3,50.0,5,0
633,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,Zweilous,85,70,72,45,65,70,58,420,Hostile Pokémon,dark,dragon,1.4,50.0,50.0,5,0
634,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,Hydreigon,105,90,92,45,125,90,98,600,Brutal Pokémon,dark,dragon,1.8,160.0,50.0,5,0
635,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,Larvesta,85,55,55,45,50,55,60,360,Torch Pokémon,bug,fire,1.1,28.8,50.0,5,0
636,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,Volcarona,60,65,85,15,135,105,100,550,Sun Pokémon,bug,fire,1.6,46.0,50.0,5,0
637,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,Cobalion,90,129,91,3,90,72,108,580,Iron Will Pokémon,steel,fighting,2.1,250.0,genderless,5,1
638,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,Terrakion,129,90,91,3,72,90,108,580,Cavern Pokémon,rock,fighting,1.9,260.0,genderless,5,1
639,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,Virizion,90,72,91,3,90,129,108,580,Grassland Pokémon,grass,fighting,2.0,200.0,genderless,5,1
640,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Tornadus,100,80,79,3,110,90,121,580,Cyclone Pokémon,flying,none,1.5,63.0,100.0,5,1
641,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,Thundurus,105,70,79,3,145,80,101,580,Bolt Strike Pokémon,electric,flying,1.5,61.0,100.0,5,1
642,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,Reshiram,120,100,100,3,150,120,90,680,Vast White Pokémon,dragon,fire,3.2,330.0,genderless,5,1
643,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,Zekrom,150,120,100,3,120,100,90,680,Deep Black Pokémon,dragon,electric,2.9,345.0,genderless,5,1
